Part Identifier,Part Name,Source Dataset(s),Issue Type,Description,Suggested Action
MHS,"Columbia Short Matrix Flat Box Handle 29""-39"" (MHS)",wp-catalog,Not In Parts Master,"Catalog SKU 'MHS' (Columbia Short Matrix Flat Box Handle 29""-39"" (MHS)) has no corresponding entry in Columbia Parts Master CSV.",Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FA289,"Columbia Split Pin 1/4"" X 2"" (FA289)",wp-catalog,Not In Parts Master,"Catalog SKU 'FA289' (Columbia Split Pin 1/4"" X 2"" (FA289)) has no corresponding entry in Columbia Parts Master CSV.",Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
COBCR,Columbia Standard Outside 90 Corner Bead Roller (COBCR),wp-catalog,Not In Parts Master,Catalog SKU 'COBCR' (Columbia Standard Outside 90 Corner Bead Roller (COBCR)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
70108,Columbia Starter Drywall Finishing Set (70108),wp-catalog,Not In Parts Master,Catalog SKU '70108' (Columbia Starter Drywall Finishing Set (70108)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
COBCRW,Columbia Superwide Outside 90 Corner Bead Roller (COBCRW),wp-catalog,Not In Parts Master,Catalog SKU 'COBCRW' (Columbia Superwide Outside 90 Corner Bead Roller (COBCRW)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CR12,Columbia Swivel Coupling Pin (CR12),wp-catalog,Not In Parts Master,Catalog SKU 'CR12' (Columbia Swivel Coupling Pin (CR12)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
TS,Columbia Tactical Set (TS),wp-catalog,Not In Parts Master,Catalog SKU 'TS' (Columbia Tactical Set (TS)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
PTS,Columbia Tactical Set with Predator Upgrade (PTS),wp-catalog,Not In Parts Master,Catalog SKU 'PTS' (Columbia Tactical Set with Predator Upgrade (PTS)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
TBGN,Columbia Tall Boy Gooseneck (TBGN),wp-catalog,Not In Parts Master,Catalog SKU 'TBGN' (Columbia Tall Boy Gooseneck (TBGN)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
TBMP,Columbia Tall Boy Loading Pump (TBMP),wp-catalog,Not In Parts Master,Catalog SKU 'TBMP' (Columbia Tall Boy Loading Pump (TBMP)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
058126F-A,Columbia Taper Drive Chain (058126F-A),wp-catalog,Not In Parts Master,Catalog SKU '058126F-A' (Columbia Taper Drive Chain (058126F-A)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
050110F-A,Columbia Taper Drive Shaft (050110F-A),wp-catalog,Not In Parts Master,Catalog SKU '050110F-A' (Columbia Taper Drive Shaft (050110F-A)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
59038-A,Columbia #4 Lock Washer (59038-A),wp-catalog,Not In Parts Master,Catalog SKU '59038-A' (Columbia #4 Lock Washer (59038-A)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FA-304,Columbia 5/16 Flat Washer (FA-304),wp-catalog,Not In Parts Master,Catalog SKU 'FA-304' (Columbia 5/16 Flat Washer (FA-304)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HP-47,Columbia Draw Latch Assembly (HP-47),wp-catalog,Not In Parts Master,Catalog SKU 'HP-47' (Columbia Draw Latch Assembly (HP-47)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
MP-14,Columbia Piston Cup (MP-14),wp-catalog,Not In Parts Master,Catalog SKU 'MP-14' (Columbia Piston Cup (MP-14)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
GC1HEXT/CLTHA,Columbia Tomahawk Smoothing Blade Extendable Handle (GC1HEXT/CLTHA),wp-catalog,Not In Parts Master,Catalog SKU 'GC1HEXT/CLTHA' (Columbia Tomahawk Smoothing Blade Extendable Handle (GC1HEXT/CLTHA)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
C1H/CLTHA,Columbia Tomahawk Smoothing Blade Fixed Handle (C1H/CLTHA),wp-catalog,Not In Parts Master,Catalog SKU 'C1H/CLTHA' (Columbia Tomahawk Smoothing Blade Fixed Handle (C1H/CLTHA)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
TWS,Columbia Tomahawk Warrior Set (TWS),wp-catalog,Not In Parts Master,Catalog SKU 'TWS' (Columbia Tomahawk Warrior Set (TWS)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CLTHA,Columbia Tomalock Smoothing Blade Adaptor Tomahawk Handle (CLTHA),wp-catalog,Not In Parts Master,Catalog SKU 'CLTHA' (Columbia Tomalock Smoothing Blade Adaptor Tomahawk Handle (CLTHA)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
OA90,Columbia Tools Drywall Outside Corner Bead Mud Applicator (OA90),wp-catalog,Not In Parts Master,Catalog SKU 'OA90' (Columbia Tools Drywall Outside Corner Bead Mud Applicator (OA90)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CF-3B,Columbia Wheel for Corner Flusher (CF-3B),wp-catalog,Not In Parts Master,Catalog SKU 'CF-3B' (Columbia Wheel for Corner Flusher (CF-3B)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CPFP,Columbia X Graco PowerFill 3.5 Loading Pump (CPFP),wp-catalog,Not In Parts Master,Catalog SKU 'CPFP' (Columbia X Graco PowerFill 3.5 Loading Pump (CPFP)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CR-11,Columbia Corner Roller Handle Connecting Link (CR-11),wp-catalog,Not In Parts Master,Catalog SKU 'CR-11' (Columbia Corner Roller Handle Connecting Link (CR-11)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CR6,Columbia Corner Roller Handle Mounting Swivel (CR6),wp-catalog,Not In Parts Master,Catalog SKU 'CR6' (Columbia Corner Roller Handle Mounting Swivel (CR6)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CRA2,Columbia Corner Roller Wheel Maintenance Kit (CRA2),wp-catalog,Not In Parts Master,Catalog SKU 'CRA2' (Columbia Corner Roller Wheel Maintenance Kit (CRA2)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
050081F-A,Columbia Creaser Return Spring (050081F-A),wp-catalog,Not In Parts Master,Catalog SKU '050081F-A' (Columbia Creaser Return Spring (050081F-A)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HFFB5-10,Columbia Flat Box Axle 10in (HFFB5-10),wp-catalog,Not In Parts Master,Catalog SKU 'HFFB5-10' (Columbia Flat Box Axle 10in (HFFB5-10)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HFFB5-12,Columbia Flat Box Axle 12in (HFFB5-12),wp-catalog,Not In Parts Master,Catalog SKU 'HFFB5-12' (Columbia Flat Box Axle 12in (HFFB5-12)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HFFFB5-8,Columbia Flat Box Axle 8in - HFFB5-8 (HFFFB5-8),wp-catalog,Not In Parts Master,Catalog SKU 'HFFFB5-8' (Columbia Flat Box Axle 8in - HFFB5-8 (HFFFB5-8)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFBA-10-10,Columbia Flat Box Blade Bar Assembly 10in (FFBA-10-10),wp-catalog,Not In Parts Master,Catalog SKU 'FFBA-10-10' (Columbia Flat Box Blade Bar Assembly 10in (FFBA-10-10)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFBA10-12,Columbia Flat Box Blade Bar Assembly 12in (FFBA10-12),wp-catalog,Not In Parts Master,Catalog SKU 'FFBA10-12' (Columbia Flat Box Blade Bar Assembly 12in (FFBA10-12)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFBA-10-14,Columbia Flat Box Blade Bar Assembly 14in (FFBA-10-14),wp-catalog,Not In Parts Master,Catalog SKU 'FFBA-10-14' (Columbia Flat Box Blade Bar Assembly 14in (FFBA-10-14)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFBA-10-5.5,Columbia Flat Box Blade Bar Assembly 5.5 in - FFBA10-5.5 (FFBA-10-5.5),wp-catalog,Not In Parts Master,Catalog SKU 'FFBA-10-5.5' (Columbia Flat Box Blade Bar Assembly 5.5 in - FFBA10-5.5 (FFBA-10-5.5)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFBA-10-7,Columbia Flat Box Blade Bar Assembly 7in (FFBA-10-7),wp-catalog,Not In Parts Master,Catalog SKU 'FFBA-10-7' (Columbia Flat Box Blade Bar Assembly 7in (FFBA-10-7)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFBA-10-8,Columbia Flat Box Blade Bar Assembly 8in (FFBA-10-8),wp-catalog,Not In Parts Master,Catalog SKU 'FFBA-10-8' (Columbia Flat Box Blade Bar Assembly 8in (FFBA-10-8)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFB6,Columbia Flat Box Box Wheel (FFB6),wp-catalog,Not In Parts Master,Catalog SKU 'FFB6' (Columbia Flat Box Box Wheel (FFB6)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HFFB14-8,Columbia Flat Box Door Gasket 8in Fat Boy-New Style (HFFB14-8),wp-catalog,Not In Parts Master,Catalog SKU 'HFFB14-8' (Columbia Flat Box Door Gasket 8in Fat Boy-New Style (HFFB14-8)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
202020-A,Columbia Flat Box Door Spring Nut (202020-A),wp-catalog,Not In Parts Master,Catalog SKU '202020-A' (Columbia Flat Box Door Spring Nut (202020-A)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
BH4,Columbia Flat Box Handle Lower Brake Lever (BH4),wp-catalog,Not In Parts Master,Catalog SKU 'BH4' (Columbia Flat Box Handle Lower Brake Lever (BH4)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
BH-11,Columbia Flat Box Handle Strap Connecting Pin (BH-11),wp-catalog,Not In Parts Master,Catalog SKU 'BH-11' (Columbia Flat Box Handle Strap Connecting Pin (BH-11)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFB-25-10,Columbia Flat Box Rubber Gasket Retainer 10in (FFB-25-10),wp-catalog,Not In Parts Master,Catalog SKU 'FFB-25-10' (Columbia Flat Box Rubber Gasket Retainer 10in (FFB-25-10)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFB-25-12,Columbia Flat Box Rubber Gasket Retainer 12in (FFB-25-12),wp-catalog,Not In Parts Master,Catalog SKU 'FFB-25-12' (Columbia Flat Box Rubber Gasket Retainer 12in (FFB-25-12)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFB25-7,Columbia Flat Box Rubber Gasket Retainer 7in (FFB25-7),wp-catalog,Not In Parts Master,Catalog SKU 'FFB25-7' (Columbia Flat Box Rubber Gasket Retainer 7in (FFB25-7)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
209046-A,Columbia Flat Box Stainless Steel Backing Washer - FFB4B (209046-A),wp-catalog,Not In Parts Master,Catalog SKU '209046-A' (Columbia Flat Box Stainless Steel Backing Washer - FFB4B (209046-A)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
FFB32A,Columbia Flat Box Thumb Release Clip Screw (FFB32A),wp-catalog,Not In Parts Master,Catalog SKU 'FFB32A' (Columbia Flat Box Thumb Release Clip Screw (FFB32A)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HH30,Columbia Handle Extension Release Clip (HH30),wp-catalog,Not In Parts Master,Catalog SKU 'HH30' (Columbia Handle Extension Release Clip (HH30)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HH31,Columbia Handle Release Clip Pin - Columbia Flat Box Door Gasket 10in Fat Boy-New Style (HH31),wp-catalog,Not In Parts Master,Catalog SKU 'HH31' (Columbia Handle Release Clip Pin - Columbia Flat Box Door Gasket 10in Fat Boy-New Style (HH31)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
HH33,Columbia Handle Release Clip Spring (HH33),wp-catalog,Not In Parts Master,Catalog SKU 'HH33' (Columbia Handle Release Clip Spring (HH33)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
CMT-7,Columbia Mastic Tube Plunger - CMT7 (CMT-7),wp-catalog,Near Match In Parts Master,Catalog SKU 'CMT-7' has near-match part 'CT7' (Side Plate Support - Right) in Parts Master.,Verify if 'CMT-7' maps to Parts Master part 'CT7'.
MP28,Columbia Mud Pump Filler Nut (MP28),wp-catalog,Not In Parts Master,Catalog SKU 'MP28' (Columbia Mud Pump Filler Nut (MP28)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
700036-A2,Columbia Mud Pump Filler Stud (700036-A2),wp-catalog,Not In Parts Master,Catalog SKU '700036-A2' (Columbia Mud Pump Filler Stud (700036-A2)) has no corresponding entry in Columbia Parts Master CSV.,Verify if this part has a Columbia part number; add to Parts Master or mark as catalog-only item.
